Date,Open,High,Low,Close,Volume,Adj Close
2009-01-02,20.98,23.27,15.45,17.08,580100,11.170293
2008-12-01,17.99,23.50,15.80,20.790001,713400,13.397184
2008-11-03,23.889999,26.309999,11.49,17.610001,530000,11.347976
2008-10-01,36.110001,38.900002,17.030001,23.440001,827000,15.104857
2008-09-02,54.59,55.279999,32.00,37.009998,855300,23.14798
2008-08-01,51.599998,55.869999,50.16,54.23,348900,33.918262
2008-07-01,54.279999,55.84,42.150002,51.950001,752600,32.492233
2008-06-02,64.589996,66.209999,54.50,54.68,376600,33.576847
2008-05-01,61.189999,67.139999,60.919998,64.309998,338300,39.49025
2008-04-01,64.489998,67.75,57.50,62.02,515900,37.574379
2008-03-03,62.119999,67.989998,55.200001,63.380001,547100,38.398327
2008-02-01,67.830002,69.480003,59.150002,62.049999,524600,37.592556
2008-01-02,75.400002,78.00,54.330002,66.389999,846600,40.221912
2007-12-03,82.949997,83.370003,74.790001,75.25,322900,44.876713
2007-11-01,82.709999,83.50,71.309998,81.949997,415200,48.872375
2007-10-01,88.059998,92.870003,80.550003,85.43,269100,50.232101
2007-09-04,81.870003,88.550003,77.540001,88.07,288400,51.784397
2007-08-01,83.989998,91.18,72.330002,82.610001,444300,48.573967
2007-07-02,86.75,91.660004,82.010002,83.919998,372500,48.660698
2007-06-01,91.43,92.099998,82.900002,87.089996,479600,50.49881
2007-05-01,90.220001,93.050003,85.550003,91.410004,254400,53.00375
2007-04-02,88.50,94.940002,87.559998,90.959999,226000,52.222702
2007-03-01,84.599998,89.529999,79.059998,88.50,333800,50.810349
2007-02-01,90.099998,93.480003,80.230003,85.800003,302500,49.260201
2007-01-03,80.150002,94.400002,79.730003,90.089996,342600,50.873501
2006-12-01,76.489998,82.919998,75.599998,80.400002,246900,45.401592
2006-11-01,78.25,79.129997,74.290001,76.489998,265100,43.19363
2006-10-02,69.190002,78.660004,68.269997,77.699997,376500,43.381676
2006-09-01,66.900002,71.029999,65.849998,68.989998,240000,38.518684
2006-08-01,65.00,70.00,64.110001,66.699997,176200,37.240124
2006-07-03,61.07,67.019997,56.099998,65.00,260400,35.805347
2006-06-01,65.25,66.089996,55.439999,61.139999,231500,33.679062
2006-05-01,64.949997,70.470001,61.50,65.279999,233900,35.959587
2006-04-03,66.480003,72.110001,64.309998,64.449997,254800,35.076942
2006-03-01,64.099998,66.489998,62.080002,66.25,181500,36.056595
2006-02-01,61.25,66.639999,59.009998,64.269997,216800,34.978977
2006-01-03,56.509998,63.950001,56.119999,60.439999,280000,32.345898
2005-12-01,54.599998,58.459999,54.400002,56.490002,187800,30.231964
2005-11-01,52.93,55.630001,52.650002,54.549999,210900,29.193726
2005-10-03,48.00,53.790001,46.00,52.93,241000,27.940636
2005-09-01,43.82,47.970001,43.700001,47.849998,212400,25.259008
2005-08-01,45.630001,46.599998,43.650002,44.220001,155700,23.34281
2005-07-01,46.700001,48.389999,45.25,45.529999,172800,23.682484
2005-06-01,45.310001,47.689999,45.310001,46.740002,145300,24.311869
2005-05-02,45.00,45.84,43.349998,45.400002,202600,23.614864
2005-04-01,47.189999,47.75,42.349998,44.939999,416600,23.084633
2005-03-01,47.279999,48.360001,45.59,47.150002,215100,24.21986
2005-02-01,44.98,49.900002,43.580002,47.029999,308800,24.158218
2005-01-03,42.25,45.150002,40.23,44.990002,223300,22.687412
2004-12-01,39.549999,42.299999,39.25,42.00,196000,21.179623
2004-11-01,37.799999,40.00,37.240002,39.639999,199300,19.989531
2004-10-01,35.50,38.610001,35.50,38.00,227000,18.903496
2004-09-01,34.200001,36.029999,34.200001,35.50,158800,17.659843
2004-08-02,33.299999,34.290001,32.349998,34.27,129500,17.047968
2004-07-01,34.099998,35.00,32.700001,33.490002,210300,16.398405
2004-06-01,33.650002,34.16,32.75,33.950001,210700,16.623644
2004-05-03,33.490002,34.75,31.469999,33.630001,230000,16.466955
2004-04-01,36.650002,37.599998,33.25,33.349998,203600,16.263815
2004-03-01,37.099998,38.599998,36.25,36.799999,206100,17.94628
2004-02-02,36.099998,39.00,36.040001,37.00,273000,18.043814
2004-01-02,34.049999,38.75,34.029999,36.860001,449200,17.97554
2003-12-01,32.200001,34.450001,31.200001,33.75,651900,16.458883
2003-11-03,33.75,34.450001,29.469999,32.200001,937500,15.702994
2003-10-01,33.50,35.049999,32.25,33.57,316800,16.071054
2003-09-02,35.50,36.630001,32.599998,33.490002,308600,16.032757
2003-08-01,36.950001,36.990002,34.82,35.400002,131700,16.947136
2003-07-01,36.540001,38.849998,35.209999,36.950001,245800,17.441668
2003-06-02,36.75,39.25,35.400002,36.50,250300,17.229252
2003-05-01,31.92,35.200001,30.82,35.00,237300,16.5212
2003-04-01,28.10,33.00,28.10,31.879999,213000,14.874129
2003-03-03,28.40,30.40,25.75,28.799999,246200,13.437105
2003-02-03,29.889999,30.16,26.60,28.200001,188200,13.157166
2003-01-02,31.35,34.299999,28.75,29.85,217100,13.683161
2002-12-02,36.00,36.240002,29.700001,31.00,224200,14.210318
2002-11-01,29.50,35.27,28.200001,34.98,300600,16.034739
2002-10-01,28.200001,30.40,23.200001,29.110001,311200,13.152127
2002-09-03,30.90,31.74,26.90,27.73,317000,12.528631
2002-08-01,29.10,34.740002,26.549999,31.059999,308900,14.033152
2002-07-01,34.200001,34.50,23.360001,29.00,441500,13.102427
2002-06-03,39.02,39.080002,31.00,34.25,479000,15.17324
2002-05-01,46.150002,46.66,38.700001,39.02,376300,17.286417
2002-04-01,46.299999,47.50,44.259998,46.009998,178300,20.116789
2002-03-01,45.450001,48.799999,45.009998,46.400002,214300,20.28731
2002-02-01,42.50,45.98,41.700001,45.139999,291400,19.736403
2002-01-02,48.75,50.810001,38.599998,42.400002,442100,18.248266
2001-12-03,50.400002,51.580002,46.549999,48.32,154900,20.796137
2001-11-01,47.50,54.32,46.799999,50.830002,153100,21.8764
2001-10-01,45.599998,49.400002,44.450001,47.650002,144500,20.231318
2001-09-04,52.459999,52.459999,38.619999,45.700001,272200,19.403383
2001-08-01,52.00,53.75,51.00,52.360001,116600,22.231096
2001-07-02,53.060001,53.439999,47.400002,52.00,133300,21.781811
2001-06-01,50.900002,53.400002,49.00,53.060001,108800,22.225824
2001-05-01,46.75,52.650002,46.75,50.900002,140900,21.321041
2001-04-02,41.200001,50.50,38.200001,46.099998,338000,19.04254
2001-03-01,46.509998,48.389999,37.400002,41.200001,273500,17.018496
2001-02-01,58.34,58.599998,44.220001,46.759998,387400,19.315166
2001-01-02,50.125,59.349998,47.3125,58.099998,259400,23.636038
2000-12-01,45.50,54.4375,44.50,50.625,244700,20.595085
2000-11-01,49.00,50.125,44.4375,45.50,240700,18.510151
2000-10-02,50.25,51.75,42.50,48.00,236000,19.199955
2000-09-01,51.9375,56.6875,49.3125,50.125,187100,20.049952
2000-08-01,47.875,54.25,47.8125,51.75,133100,20.699951
2000-07-03,47.4375,47.9375,46.00,47.6875,74000,18.784842
2000-06-01,44.9375,50.375,44.625,47.4375,122300,18.686363
2000-05-01,45.1875,46.00,41.0625,45.0625,113600,17.750813
2000-04-03,39.75,45.6875,38.25,44.8125,146400,17.347219
2000-03-01,37.6875,43.875,34.50,41.4375,142200,16.040735
2000-02-01,37.875,39.75,36.00,37.4375,128200,14.492308
2000-01-03,29.5625,40.00,29.3125,37.625,218600,14.56489
